Input,Output
"{{""skill"": ""business development"", ""weight"": 4},{""skill"": ""client relationship management"", ""weight"": 3},{""skill"": ""sales strategy"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Business Development Manager"", ""job_description"": ""Identify and pursue new business opportunities to drive growth."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Business development"", ""Client relationship management"", ""Sales strategy""]}, {""job_title"": ""Client Relationship Specialist"", ""job_description"": ""Build and maintain strong relationships with clients to ensure satisfaction."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Client relationship management"", ""Sales strategy"", ""Communication""]}, {""job_title"": ""Sales Strategist"", ""job_description"": ""Develop and implement effective sales strategies to achieve business goals."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Sales strategy"", ""Communication"", ""Business development""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Communication"", ""Business development"", ""Client relationship management""]}, {""job_title"": ""Sales Consultant"", ""job_description"": ""Provide expert advice on sales techniques and strategies to clients."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 50, ""skills"": [""Client relationship management"", ""Sales strategy"", ""Business development""]}]"
"{{""skill"": ""project management"", ""weight"": 4},{""skill"": ""Agile methodology"", ""weight"": 3},{""skill"": ""Scrum"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Project Manager"", ""job_description"": ""Coordinate and oversee projects, ensuring effective communication, teamwork, and problem-solving."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 80, ""skills"": [""Project management"", ""Agile methodology"", ""Scrum""]}, {""job_title"": ""Agile Coach"", ""job_description"": ""Guide teams in adopting Agile practices to improve project delivery."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Agile methodology"", ""Scrum"", ""Communication""]}, {""job_title"": ""Scrum Master"", ""job_description"": ""Facilitate the Scrum process and ensure team adherence to Agile principles."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Scrum"", ""Communication"", ""Project management""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Project management"", ""Agile methodology""]}, {""job_title"": ""Project Coordinator"", ""job_description"": ""Support project teams in planning and executing tasks to achieve project goals."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Agile methodology"", ""Scrum"", ""Project management""]}]"
"{{""skill"": ""digital marketing"", ""weight"": 4},{""skill"": ""content creation"", ""weight"": 3},{""skill"": ""Google Ads"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Digital Marketing Manager"", ""job_description"": ""Develop and execute digital marketing strategies to drive online presence."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Digital marketing"", ""Content creation"", ""Google Ads""]}, {""job_title"": ""Content Creator"", ""job_description"": ""Generate engaging and relevant content for various digital platforms."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Content creation"", ""Google Ads"", ""Communication""]}, {""job_title"": ""Google Ads Specialist"", ""job_description"": ""Optimize Google Ads campaigns to increase visibility and conversion rates."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Google Ads"", ""Communication"", ""Digital marketing""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Digital marketing"", ""Content creation""]}, {""job_title"": ""Social Media Marketing Specialist"", ""job_description"": ""Manage and implement social media marketing campaigns to enhance brand awareness."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Content creation"", ""Google Ads"", ""Digital marketing""]}]"
"{{""skill"": ""data visualization"", ""weight"": 4},{""skill"": ""Tableau"", ""weight"": 3},{""skill"": ""business intelligence"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Data Visualization Specialist"", ""job_description"": ""Create compelling visualizations to communicate data insights effectively."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 80, ""skills"": [""Data visualization"", ""Tableau"", ""Business intelligence""]}, {""job_title"": ""Tableau Developer"", ""job_description"": ""Design and implement interactive dashboards using Tableau for data analysis."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Tableau"", ""Business intelligence"", ""Communication""]}, {""job_title"": ""Business Intelligence Analyst"", ""job_description"": ""Analyzing and interpreting complex data sets to provide business insights."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Business intelligence"", ""Communication"", ""Data visualization""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Data visualization"", ""Tableau""]}, {""job_title"": ""Data Analyst"", ""job_description"": ""Analyze and interpret data to provide valuable insights for decision-making."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Tableau"", ""Business intelligence"", ""Data visualization""]}]"
"{{""skill"": ""iOS app development"", ""weight"": 4},{""skill"": ""Swift"", ""weight"": 3},{""skill"": ""user experience design"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""iOS App Developer"", ""job_description"": ""Design and develop iOS applications for various Apple devices."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""iOS app development"", ""Swift"", ""User experience design""]}, {""job_title"": ""Swift Developer"", ""job_description"": ""Specialize in building applications using the Swift programming language."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Swift"", ""User experience design"", ""Communication""]}, {""job_title"": ""UX Designer"", ""job_description"": ""Create user-centric designs to enhance the overall user experience of applications."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""User experience design"", ""Communication"", ""iOS app development""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""iOS app development"", ""Swift""]}, {""job_title"": ""Mobile App Designer"", ""job_description"": ""Design visually appealing and user-friendly interfaces for mobile applications."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Swift"", ""User experience design"", ""iOS app development""]}]"
"{{""skill"": ""UI/UX design"", ""weight"": 4},{""skill"": ""Adobe Creative Suite"", ""weight"": 3},{""skill"": ""prototyping"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}]}"," [{""job_title"": ""UI/UX Designer"", ""job_description"": ""Create visually appealing and user-friendly interfaces for digital products."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""UI/UX design"", ""Adobe Creative Suite"", ""Prototyping""]}, {""job_title"": ""Adobe Creative Specialist"", ""job_description"": ""Utilize Adobe Creative Suite tools for designing graphics and visual elements."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Adobe Creative Suite"", ""Prototyping"", ""Communication""]}, {""job_title"": ""Prototyping Expert"", ""job_description"": ""Create interactive prototypes to test and iterate on design concepts."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Prototyping"", ""Communication"", ""UI/UX design""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""UI/UX design"", ""Adobe Creative Suite""]}, {""job_title"": ""Graphic Designer"", ""job_description"": ""Design visual elements and graphics for various digital and print media."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Adobe Creative Suite"", ""Prototyping"", ""UI/UX design""]}]"
"{{""skill"": ""blockchain development"", ""weight"": 4},{""skill"": ""Solidity"", ""weight"": 3},{""skill"": ""smart contracts"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}"," [{""job_title"": ""Blockchain Developer"", ""job_description"": ""Design and implement blockchain solutions for various applications."", ""job_growth(in percentage)"": ""8.0%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Blockchain development"", ""Solidity"", ""Smart contracts""]}, {""job_title"": ""Solidity Developer"", ""job_description"": ""Develop smart contracts using the Solidity programming language."", ""job_growth(in percentage)"": ""7.2%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Solidity"", ""Smart contracts"", ""Communication""]}, {""job_title"": ""Smart Contract Specialist"", ""job_description"": ""Create and deploy secure and efficient smart contracts for blockchain applications."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Smart contracts"", ""Communication"", ""Blockchain development""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Blockchain development"", ""Solidity""]}, {""job_title"": ""Blockchain Consultant"", ""job_description"": ""Provide expert advice on implementing blockchain solutions for businesses."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Solidity"", ""Smart contracts"", ""Blockchain development""]}]"
"{{""skill"": ""cloud computing"", ""weight"": 4},{""skill"": ""AWS"", ""weight"": 3},{""skill"": ""DevOps"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Cloud Solutions Architect"", ""job_description"": ""Design and implement scalable and secure cloud solutions for clients."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 80, ""skills"": [""Cloud computing"", ""AWS"", ""DevOps""]}, {""job_title"": ""AWS Specialist"", ""job_description"": ""Specialize in utilizing AWS services for various cloud computing needs."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""AWS"", ""DevOps"", ""Communication""]}, {""job_title"": ""DevOps Engineer"", ""job_description"": ""Implement and maintain continuous integration and deployment pipelines."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""DevOps"", ""Communication"", ""Cloud computing""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Cloud computing"", ""AWS""]}, {""job_title"": ""Cloud Infrastructure Specialist"", ""job_description"": ""Manage and optimize cloud infrastructure to ensure efficiency and reliability."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""AWS"", ""DevOps"", ""Cloud computing""]}]"
"{{""skill"": ""cybersecurity"", ""weight"": 4},{""skill"": ""penetration testing"", ""weight"": 3},{""skill"": ""ethical hacking"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Cybersecurity Analyst"", ""job_description"": ""Monitor and protect systems against security threats and vulnerabilities."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Cybersecurity"", ""Penetration testing"", ""Ethical hacking""]}, {""job_title"": ""Penetration Tester"", ""job_description"": ""Conduct security assessments to identify and address vulnerabilities."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Penetration testing"", ""Ethical hacking"", ""Communication""]}, {""job_title"": ""Ethical Hacker"", ""job_description"": ""Proactively assess and strengthen the security posture of systems and networks."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Ethical hacking"", ""Communication"", ""Cybersecurity""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Cybersecurity"", ""Penetration testing""]}, {""job_title"": ""Security Consultant"", ""job_description"": ""Provide expert advice on cybersecurity measures and best practices."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Penetration testing"", ""Ethical hacking"", ""Cybersecurity""]}]"
"{{""skill"": ""artificial intelligence"", ""weight"": 4},{""skill"": ""machine learning"", ""weight"": 3},{""skill"": ""natural language processing"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""AI Engineer"", ""job_description"": ""Develop and implement artificial intelligence solutions for diverse applications."", ""job_growth(in percentage)"": ""8.0%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Artificial intelligence"", ""Machine learning"", ""Natural language processing""]}, {""job_title"": ""Machine Learning Specialist"", ""job_description"": ""Specialize in designing and implementing machine learning models for data analysis."", ""job_growth(in percentage)"": ""7.2%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Machine learning"", ""Natural language processing"", ""Communication""]}, {""job_title"": ""NLP Developer"", ""job_description"": ""Utilize natural language processing techniques to develop language-based applications."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Natural language processing"", ""Communication"", ""Artificial intelligence""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Artificial intelligence"", ""Machine learning""]}, {""job_title"": ""AI Researcher"", ""job_description"": ""Conduct research to advance artificial intelligence technologies and applications."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Machine learning"", ""Natural language processing"", ""Artificial intelligence""]}]"
"{{""skill"": ""mobile app development"", ""weight"": 4},{""skill"": ""Java"", ""weight"": 3},{""skill"": ""UX/UI design"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Mobile App Developer"", ""job_description"": ""Design and develop mobile applications for iOS and Android platforms."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Mobile app development"", ""Java"", ""UX/UI design""]}, {""job_title"": ""Java Developer"", ""job_description"": ""Create and maintain applications using the Java programming language."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Java"", ""UX/UI design"", ""Communication""]}, {""job_title"": ""UX/UI Designer"", ""job_description"": ""Design user-friendly interfaces and enhance overall user experience."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""UX/UI design"", ""Communication"", ""Mobile app development""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Mobile app development"", ""Java""]}, {""job_title"": ""Frontend Developer"", ""job_description"": ""Implement visually appealing user interfaces for web applications."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Java"", ""UX/UI design"", ""Mobile app development""]}]"
"{{""skill"": ""data engineering"", ""weight"": 4},{""skill"": ""SQL"", ""weight"": 3},{""skill"": ""big data analytics"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}"," [{""job_title"": ""Data Engineer"", ""job_description"": ""Design and implement scalable data pipelines for efficient data processing."", ""job_growth(in percentage)"": ""8.0%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Data engineering"", ""SQL"", ""Big data analytics""]}, {""job_title"": ""SQL Developer"", ""job_description"": ""Write and optimize SQL queries for data retrieval and analysis."", ""job_growth(in percentage)"": ""7.2%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""SQL"", ""Big data analytics"", ""Communication""]}, {""job_title"": ""Big Data Analyst"", ""job_description"": ""Analyze large datasets to extract meaningful insights and trends."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Big data analytics"", ""Communication"", ""Data engineering""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Data engineering"", ""SQL""]}, {""job_title"": ""Database Administrator"", ""job_description"": ""Manage and optimize databases to ensure efficient data storage and retrieval."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""SQL"", ""Big data analytics"", ""Data engineering""]}]"
"{{""skill"": ""frontend development"", ""weight"": 4},{""skill"": ""React"", ""weight"": 3},{""skill"": ""UI/UX design"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Frontend Developer"", ""job_description"": ""Create and implement user interfaces for web applications using React."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Frontend development"", ""React"", ""UI/UX design""]}, {""job_title"": ""React Developer"", ""job_description"": ""Develop interactive and responsive user interfaces using the React library."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""React"", ""UI/UX design"", ""Communication""]}, {""job_title"": ""UI/UX Designer"", ""job_description"": ""Design visually appealing and user-friendly interfaces to enhance user experience."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""UI/UX design"", ""Communication"", ""Frontend development""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Frontend development"", ""React""]}, {""job_title"": ""Web Design Specialist"", ""job_description"": ""Create and optimize web designs for optimal user experience."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""React"", ""UI/UX design"", ""Frontend development""]}][{""job_title"": ""Frontend Developer"", ""job_description"": ""Create and implement user interfaces for web applications using React."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Frontend development"", ""React"", ""UI/UX design""]}, {""job_title"": ""React Developer"", ""job_description"": ""Develop interactive and responsive user interfaces using the React library."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""React"", ""UI/UX design"", ""Communication""]}, {""job_title"": ""UI/UX Designer"", ""job_description"": ""Design visually appealing and user-friendly interfaces to enhance user experience."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""UI/UX design"", ""Communication"", ""Frontend development""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Frontend development"", ""React""]}, {""job_title"": ""Web Design Specialist"", ""job_description"": ""Create and optimize web designs for optimal user experience."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""React"", ""UI/UX design"", ""Frontend development""]}]"
"{{""skill"": ""data analysis"", ""weight"": 4},{""skill"": ""Excel"", ""weight"": 3},{""skill"": ""business intelligence"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}"," [{""job_title"": ""Data Analyst"", ""job_description"": ""Analyze and interpret data to provide valuable insights for decision-making."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Data analysis"", ""Excel"", ""Business intelligence""]}, {""job_title"": ""Excel Specialist"", ""job_description"": ""Utilize advanced Excel functions for data manipulation and analysis."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Excel"", ""Business intelligence"", ""Communication""]}, {""job_title"": ""Business Intelligence Analyst"", ""job_description"": ""Develop and implement BI solutions to support strategic business decisions."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Business intelligence"", ""Communication"", ""Data analysis""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Data analysis"", ""Excel""]}, {""job_title"": ""Data Scientist"", ""job_description"": ""Utilize data science techniques and machine learning algorithms to extract insights from complex datasets."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Excel"", ""Business intelligence"", ""Data analysis""]}]"
"{{""skill"": ""project management"", ""weight"": 4},{""skill"": ""Agile"", ""weight"": 3},{""skill"": ""risk assessment"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Project Manager"", ""job_description"": ""Coordinate and oversee projects, ensuring effective communication, teamwork, and problem-solving."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 80, ""skills"": [""Project management"", ""Agile"", ""Risk assessment""]}, {""job_title"": ""Agile Project Coordinator"", ""job_description"": ""Facilitate Agile methodologies for efficient project delivery."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Agile"", ""Risk assessment"", ""Communication""]}, {""job_title"": ""Risk Assessment Specialist"", ""job_description"": ""Identify and mitigate potential risks associated with projects and operations."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Risk assessment"", ""Communication"", ""Project management""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Project management"", ""Agile""]}, {""job_title"": ""Scrum Master"", ""job_description"": ""Guide and coach Agile teams to improve efficiency and delivery."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Agile"", ""Risk assessment"", ""Project management""]}]"
"{{""skill"": ""graphic design"", ""weight"": 4},{""skill"": ""Adobe Creative Suite"", ""weight"": 3},{""skill"": ""branding"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Graphic Designer"", ""job_description"": ""Create visual concepts to communicate ideas that inspire, inform, and captivate."", ""job_growth(in percentage)"": ""8.0%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Graphic design"", ""Adobe Creative Suite"", ""Branding""]}, {""job_title"": ""Adobe Creative Suite Specialist"", ""job_description"": ""Utilize Adobe Creative Suite tools for creating engaging visual content."", ""job_growth(in percentage)"": ""7.2%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Adobe Creative Suite"", ""Branding"", ""Communication""]}, {""job_title"": ""Branding Specialist"", ""job_description"": ""Develop and maintain brand identity through strategic branding initiatives."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Branding"", ""Communication"", ""Graphic design""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Graphic design"", ""Adobe Creative Suite""]}, {""job_title"": ""UI/UX Designer"", ""job_description"": ""Design user interfaces for digital products, ensuring a seamless user experience."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Adobe Creative Suite"", ""Branding"", ""Graphic design""]}]"
"{{""skill"": ""sales"", ""weight"": 4},{""skill"": ""negotiation"", ""weight"": 3},{""skill"": ""relationship management"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}]}","[{""job_title"": ""Sales Representative"", ""job_description"": ""Promote and sell products or services, requiring strong communication, teamwork, and problem-solving skills."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Sales"", ""Negotiation"", ""Relationship management""]}, {""job_title"": ""Negotiation Specialist"", ""job_description"": ""Facilitate negotiations to reach mutually beneficial agreements with clients."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Negotiation"", ""Relationship management"", ""Communication""]}, {""job_title"": ""Relationship Manager"", ""job_description"": ""Build and maintain strong relationships with clients to ensure satisfaction and loyalty."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Relationship management"", ""Communication"", ""Sales""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Sales"", ""Negotiation""]}, {""job_title"": ""Business Development Executive"", ""job_description"": ""Identify and pursue opportunities to drive business growth through effective sales strategies."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Negotiation"", ""Relationship management"", ""Sales""]}]"
"{{""skill"": ""content creation"", ""weight"": 4},{""skill"": ""social media management"", ""weight"": 3},{""skill"": ""digital marketing"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Content Creator"", ""job_description"": ""Generate engaging content for online platforms to increase brand visibility."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Content creation"", ""Social media management"", ""Digital marketing""]}, {""job_title"": ""Social Media Manager"", ""job_description"": ""Develop and implement social media campaigns to enhance brand visibility."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Social media management"", ""Digital marketing"", ""Communication""]}, {""job_title"": ""Digital Marketing Specialist"", ""job_description"": ""Plan and execute digital marketing campaigns across various channels."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Digital marketing"", ""Communication"", ""Content creation""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Content creation"", ""Social media management""]}, {""job_title"": ""SEO Analyst"", ""job_description"": ""Optimize website content and structure to improve search engine rankings."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Social media management"", ""Digital marketing"", ""Content creation""]}]"
